Account Name,Date&Time,Date,Time,Symbol,Buy/Sell,Quantity,Price,Spread,Expiration,Strike,Call/Put,Commission,Fees
Rollover IRA *5513,,04/01/2026,09:30:00,ARM,Buy,75,153.5,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,09:35:00,ARM,Buy,25,144.1,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,09:40:00,ARM,Sell,25,153.38,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,09:45:00,ARM,Sell,75,154.66,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,09:50:00,GLDM,Buy,60,92.78,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,09:55:00,GLDM,Sell,60,94.39,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:00:00,ITA,Buy,20,214.5,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:05:00,ITA,Sell,20,224.68,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:10:00,NEE,Buy,120,92.53,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:15:00,NEE,Sell,120,92.71,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:20:00,NESR,Buy,50,21.24,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:25:00,NESR,Buy,150,21.08,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:30:00,NESR,Sell,50,22.08,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:35:00,NESR,Sell,150,22.09,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:40:00,NVDA,Buy,40,176.66,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:45:00,NVDA,Buy,60,175.61,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:50:00,NVDA,Sell,25,175.0,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,10:55:00,NVDA,Sell,75,175.61,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,11:00:00,QQQ,Buy,23,582.9,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,11:05:00,QQQ,Buy,2,582.9,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,11:10:00,QQQ,Sell,5,583.23,Stock,,,,0,0
Rollover IRA *5513,,04/01/2026,11:15:00,QQQ,Sell,20,585.0,Stock,,,,0,0
Rollover IRA *5513,,04/02/2026,09:30:00,CB,Buy,95,329.75,Stock,,,,0,0
Rollover IRA *5513,,04/02/2026,09:35:00,CB,Sell,95,329.25,Stock,,,,0,0
Rollover IRA *5513,,04/02/2026,09:40:00,NVDA,Buy,50,177.15,Stock,,,,0,0
Rollover IRA *5513,,04/02/2026,09:45:00,NVDA,Buy,50,176.94,Stock,,,,0,0
Rollover IRA *5513,,04/02/2026,09:50:00,NVDA,Sell,100,176.94,Stock,,,,0,0
Rollover IRA *5513,,04/02/2026,09:55:00,SIRI,Buy,285,23.84,Stock,,,,0,0
